VUOSI;VIIKKO;VAR_N_OSTOT;ATC_KOODI;SHORTAGE
2024;14;65590;N05;66
2024;14;94159;N06;66
2024;14;1794;N07;66
2024;14;3182;P01;1
2024;14;21526;R01;12
2024;14;57102;R03;12
2024;14;25729;R06;12
2024;14;21176;S01;4
2024;14;347;V01;0
2024;14;162;V03;0
2024;15;49302;A02;19
2024;15;1082;A03;19
2024;15;1244;A04;19
2024;15;516;A05;19
2024;15;5166;A06;19
2024;15;6186;A07;19
2024;15;192;A08;19
2024;15;907;A09;19
2024;15;79554;A10;19
2024;15;474;A11;19
2024;15;19802;A12;19
2024;15;40;A16;19
2024;15;49304;B01;8
2024;15;833;B02;8
2024;15;1414;B03;8
2024;15;271;B05;8
2024;15;16274;C01;40
2024;15;1549;C02;40
2024;15;34712;C03;40
2024;15;68407;C07;40
2024;15;47292;C08;40
2024;15;101653;C09;40
2024;15;102061;C10;40
2024;15;1486;D01;10
2024;15;811;D05;10
2024;15;728;D06;10
2024;15;12553;D07;10
2024;15;62;D09;10
2024;15;1436;D10;10
2024;15;557;D11;10
2024;15;259;G02;16
2024;15;30565;G03;16
2024;15;30968;G04;16
2024;15;1079;H01;6
2024;15;4624;H02;6
2024;15;37048;H03;6
2024;15;62;H04;6
2024;15;293;H05;6
2024;15;30034;J01;13
2024;15;1400;J02;13
2024;15;66;J04;13
2024;15;3915;J05;13
2024;15;175;J06;13
2024;15;2291;L01;24
2024;15;3980;L02;24
2024;15;690;L03;24
2024;15;12861;L04;24
2024;15;43331;M01;11
2024;15;485;M02;11
2024;15;7011;M03;11
2024;15;6163;M04;11
2024;15;3554;M05;11
2024;15;102104;N02;72
2024;15;17368;N03;72
2024;15;7782;N04;72
2024;15;73146;N05;72
2024;15;103168;N06;72
2024;15;1961;N07;72
2024;15;3290;P01;1
2024;15;25440;R01;12
2024;15;55659;R03;12
2024;15;31287;R06;12
2024;15;22439;S01;4
2024;15;399;V01;1
2024;15;147;V03;1
2024;1;33613;A02B;0
2024;1;703;A03F;0
2024;1;778;A04A;0
2024;1;345;A05A;0
2024;1;3986;A06A;0
2024;1;79;A07A;0
2024;1;3794;A07E;0
2024;1;94;A08A;0
2024;1;934;A09A;0
2024;1;7064;A10A;0
2024;1;38367;A10B;0
2024;1;323;A11C;0
2024;1;13062;A12A;0
2024;1;27;A16A;0
2024;1;32427;B01A;0
2024;1;361;B02A;0
2024;1;90;B02B;0
2024;1;604;B03B;0
2024;1;348;B03X;0
2024;1;229;B05D;0
2024;1;1932;C01A;3
2024;1;827;C01B;3
2024;1;415;C01C;3
2024;1;7711;C01D;3
2024;1;1016;C02A;3
2024;1;47;C02K;3
2024;1;183;C03B;3
2024;1;17282;C03C;3
2024;1;4690;C03D;3
2024;1;1074;C03E;3
2024;1;45885;C07A;3
2024;1;676;C07B;3
2024;1;301;C07F;3
2024;1;31466;C08C;3
2024;1;651;C08D;3
2024;1;18146;C09A;3
2024;1;2920;C09B;3
2024;1;37407;C09C;3
2024;1;10728;C09D;3
2024;1;67837;C10A;3
2024;1;166;C10B;3
2024;1;548;D01A;0
2024;1;744;D01B;0
2024;1;510;D05A;0
2024;1;144;D05B;0
2024;1;367;D06B;0
2024;1;7914;D07A;0
2024;1;859;D07B;0
2024;1;528;D07X;0
2024;1;37;D09A;0
2024;1;187;D10A;0
2024;1;741;D10B;0
2024;1;292;D11A;0
2024;1;123;G02B;0
2024;1;11;G02C;0
2024;1;1508;G03B;0
2024;1;15592;G03C;0
2024;1;395;G03D;0
2024;1;3729;G03F;0
2024;1;182;G03G;0
2024;1;418;G03H;0
2024;1;4310;G04B;0
2024;1;18905;G04C;0
2024;1;143;H01A;0
2024;1;243;H01B;0
2024;1;237;H01C;0
2024;1;3743;H02A;0
2024;1;15;H02B;0
2024;1;25693;H03A;0
2024;1;480;H03B;0
2024;1;32;H04A;0
2024;1;149;H05B;0
2024;1;3770;J01A;0
2024;1;15742;J01C;0
2024;1;5998;J01D;0
2024;1;1899;J01E;0
2024;1;1992;J01F;0
2024;1;1252;J01M;0
2024;1;13;J01X;0
2024;1;995;J02A;0
2024;1;18;J04A;0
2024;1;21;J04B;0
2024;1;3006;J05A;0
2024;1;102;J06B;0
2024;1;49;L01A;1
2024;1;427;L01B;1
2024;1;38;L01C;1
2024;1;592;L01E;1
2024;1;19;L01F;1
2024;1;368;L01X;1
2024;1;542;L02A;1
2024;1;2086;L02B;1
2024;1;508;L03A;1
2024;1;6727;L04A;1
2024;1;31128;M01A;0
2024;1;428;M02A;0
2024;1;95;M03A;0
2024;1;4513;M03B;0
2024;1;4097;M04A;0
2024;1;2232;M05B;0
2024;1;17755;N02A;7
2024;1;48026;N02B;7
2024;1;4498;N02C;7
2024;1;12219;N03A;7
2024;1;304;N04A;7
2024;1;5033;N04B;7
2024;1;32535;N05A;7
2024;1;12350;N05B;7
2024;1;9866;N05C;7
2024;1;45786;N06A;7
2024;1;8223;N06B;7
2024;1;570;N06C;7
2024;1;17394;N06D;7
2024;1;116;N07A;7
2024;1;275;N07B;7
2024;1;892;N07C;7
2024;1;26;N07X;7
2024;1;937;P01A;0
2024;1;1396;P01B;0
2024;1;11528;R01A;0
2024;1;28239;R03A;0
2024;1;9368;R03B;0
2024;1;3369;R03D;0
2024;1;9050;R06A;0
2024;1;15;S01A;0
2024;1;6437;S01E;0
2024;1;763;S01G;0
2024;1;5857;S01X;0
2024;1;297;V01A;0
2024;1;95;V03A;0
2024;2;46866;A02B;1
2024;2;1018;A03F;1
2024;2;1132;A04A;1
2024;2;493;A05A;1
2024;2;5399;A06A;1
2024;2;102;A07A;1
2024;2;5214;A07E;1
2024;2;125;A08A;1
2024;2;1286;A09A;1
2024;2;10048;A10A;1
2024;2;55112;A10B;1
2024;2;465;A11C;1
2024;2;18768;A12A;1
2024;2;54;A16A;1
2024;2;43693;B01A;0
2024;2;514;B02A;0
2024;2;130;B02B;0
2024;2;932;B03B;0
2024;2;526;B03X;0
2024;2;261;B05D;0
2024;2;2571;C01A;4
2024;2;1260;C01B;4
2024;2;549;C01C;4
2024;2;10874;C01D;4
2024;2;1358;C02A;4
2024;2;79;C02K;4
2024;2;290;C03B;4
2024;2;23829;C03C;4
2024;2;6731;C03D;4
2024;2;1741;C03E;4
2024;2;64841;C07A;4
2024;2;996;C07B;4
2024;2;446;C07F;4
2024;2;44629;C08C;4
2024;2;919;C08D;4
2024;2;25465;C09A;4
2024;2;4288;C09B;4
2024;2;52587;C09C;4
2024;2;15197;C09D;4
2024;2;98365;C10A;4
2024;2;282;C10B;4
2024;2;702;D01A;0
2024;2;1072;D01B;0
2024;2;673;D05A;0
2024;2;190;D05B;0
2024;2;629;D06B;0
2024;2;11191;D07A;0
2024;2;1044;D07B;0
2024;2;774;D07X;0
2024;2;54;D09A;0
2024;2;213;D10A;0
2024;2;1099;D10B;0
2024;2;437;D11A;0
2024;2;218;G02B;0
2024;2;39;G02C;0
2024;2;2087;G03B;0
2024;2;22922;G03C;0
2024;2;490;G03D;0
2024;2;4998;G03F;0
2024;2;299;G03G;0
2024;2;511;G03H;0
2024;2;6225;G04B;0
2024;2;25606;G04C;0
2024;2;222;H01A;0
2024;2;396;H01B;0
2024;2;429;H01C;0
2024;2;4888;H02A;0
2024;2;20;H02B;0
2024;2;35842;H03A;0
2024;2;683;H03B;0
2024;2;57;H04A;0
2024;2;229;H05B;0
2024;2;4505;J01A;0
2024;2;17262;J01C;0
2024;2;7576;J01D;0
2024;2;2283;J01E;0
2024;2;2387;J01F;0
2024;2;1569;J01M;0
2024;2;23;J01X;0
2024;2;1432;J02A;0
2024;2;20;J04A;0
2024;2;31;J04B;0
2024;2;3563;J05A;0
2024;2;170;J06B;0
2024;2;86;L01A;1
2024;2;633;L01B;1
2024;2;56;L01C;1
2024;2;940;L01E;1
2024;2;32;L01F;1
2024;2;521;L01X;1
2024;2;852;L02A;1
2024;2;3155;L02B;1
2024;2;674;L03A;1
2024;2;9663;L04A;1
2024;2;42849;M01A;0
2024;2;565;M02A;0
2024;2;132;M03A;0
2024;2;6530;M03B;0
2024;2;5540;M04A;0
2024;2;3426;M05B;0
2024;2;23865;N02A;10
2024;2;66576;N02B;10
2024;2;6060;N02C;10
2024;2;16582;N03A;10
2024;2;445;N04A;10
2024;2;7117;N04B;10
2024;2;43653;N05A;10
2024;2;16957;N05B;10
2024;2;13967;N05C;10
2024;2;62296;N06A;10
2024;2;12326;N06B;10
2024;2;722;N06C;10
2024;2;25065;N06D;10
2024;2;183;N07A;10
2024;2;426;N07B;10
2024;2;1316;N07C;10
2024;2;55;N07X;10
2024;2;1165;P01A;0
2024;2;1916;P01B;0
2024;2;19238;R01A;0
2024;2;34697;R03A;0
2024;2;11780;R03B;0
2024;2;4671;R03D;0
2024;2;12220;R06A;0
2024;2;20;S01A;0
2024;2;10101;S01E;0
2024;2;1204;S01G;0
2024;2;11935;S01X;0
2024;2;258;V01A;0
2024;2;158;V03A;0
2024;3;45948;A02B;1
2024;3;948;A03F;1
2024;3;1059;A04A;1
2024;3;463;A05A;1
2024;3;3876;A06A;1
2024;3;84;A07A;1
2024;3;5254;A07E;1
2024;3;142;A08A;1
2024;3;860;A09A;1
2024;3;9678;A10A;1
2024;3;54657;A10B;1
2024;3;443;A11C;1
2024;3;18235;A12A;1
2024;3;40;A16A;1
2024;3;40952;B01A;0
2024;3;498;B02A;0
2024;3;146;B02B;0
2024;3;799;B03B;0
2024;3;440;B03X;0
2024;3;261;B05D;0
2024;3;2613;C01A;5
2024;3;1117;C01B;5
2024;3;570;C01C;5
2024;3;10340;C01D;5
2024;3;1227;C02A;5
2024;3;63;C02K;5
2024;3;335;C03B;5
2024;3;23528;C03C;5
2024;3;6693;C03D;5
2024;3;1593;C03E;5
2024;3;61003;C07A;5
2024;3;852;C07B;5
2024;3;362;C07F;5
2024;3;41587;C08C;5
2024;3;812;C08D;5
2024;3;23547;C09A;5
2024;3;3875;C09B;5
2024;3;50179;C09C;5
2024;3;14243;C09D;5
2024;3;92064;C10A;5
2024;3;271;C10B;5
2024;3;471;D01A;2
2024;3;1075;D01B;2
2024;3;688;D05A;2
2024;3;201;D05B;2
2024;3;540;D06B;2
2024;3;11029;D07A;2
2024;3;1083;D07B;2
2024;3;773;D07X;2
2024;3;64;D09A;2
2024;3;155;D10A;2
2024;3;1106;D10B;2
2024;3;515;D11A;2
2024;3;225;G02B;0
2024;3;25;G02C;0
2024;3;2145;G03B;0
2024;3;20038;G03C;0
2024;3;505;G03D;0
2024;3;4996;G03F;0
2024;3;339;G03G;0
2024;3;503;G03H;0
2024;3;5855;G04B;0
2024;3;22217;G04C;0
2024;3;212;H01A;0
2024;3;370;H01B;0
2024;3;401;H01C;0
2024;3;4454;H02A;0
2024;3;23;H02B;0
2024;3;34595;H03A;0
2024;3;597;H03B;0
2024;3;47;H04A;0
2024;3;189;H05B;0
2024;3;3761;J01A;2
2024;3;15499;J01C;2
2024;3;6977;J01D;2
2024;3;2241;J01E;2
2024;3;2245;J01F;2
2024;3;1474;J01M;2
2024;3;23;J01X;2
2024;3;1316;J02A;2
2024;3;23;J04A;2
2024;3;32;J04B;2
2024;3;3645;J05A;2
2024;3;156;J06B;2
2024;3;59;L01A;2
2024;3;573;L01B;2
2024;3;60;L01C;2
2024;3;846;L01E;2
2024;3;27;L01F;2
2024;3;496;L01X;2
2024;3;755;L02A;2
2024;3;2903;L02B;2
2024;3;635;L03A;2
2024;3;9503;L04A;2
2024;3;42648;M01A;2
2024;3;469;M02A;2
2024;3;169;M03A;2
2024;3;6640;M03B;2
2024;3;5552;M04A;2
2024;3;3163;M05B;2
2024;3;22909;N02A;12
2024;3;64294;N02B;12
2024;3;6271;N02C;12
2024;3;16403;N03A;12
2024;3;409;N04A;12
2024;3;6971;N04B;12
2024;3;42976;N05A;12
2024;3;16545;N05B;12
2024;3;12958;N05C;12
2024;3;61484;N06A;12
2024;3;12783;N06B;12
2024;3;705;N06C;12
2024;3;23708;N06D;12
2024;3;150;N07A;12
2024;3;502;N07B;12
2024;3;1156;N07C;12
2024;3;39;N07X;12
2024;3;1154;P01A;0
2024;3;1947;P01B;0
2024;3;17350;R01A;2
2024;3;33310;R03A;2
2024;3;11494;R03B;2
2024;3;4513;R03D;2
2024;3;12318;R06A;2
2024;3;21;S01A;1
2024;3;8757;S01E;1
2024;3;1165;S01G;1
2024;3;10429;S01X;1
2024;3;279;V01A;0
2024;3;142;V03A;0
2024;4;45341;A02B;1
2024;4;903;A03F;1
2024;4;1139;A04A;1
2024;4;467;A05A;1
2024;4;5999;A06A;1
2024;4;127;A07A;1
2024;4;4953;A07E;1
2024;4;136;A08A;1
2024;4;881;A09A;1
2024;4;9962;A10A;1
2024;4;54851;A10B;1
2024;4;458;A11C;1
2024;4;18252;A12A;1
2024;4;53;A16A;1
2024;4;41612;B01A;0
2024;4;545;B02A;0
2024;4;102;B02B;0
2024;4;834;B03B;0
2024;4;509;B03X;0
2024;4;243;B05D;0
2024;4;2644;C01A;7
2024;4;1173;C01B;7
2024;4;565;C01C;7
2024;4;10405;C01D;7
2024;4;1447;C02A;7
2024;4;75;C02K;7
2024;4;331;C03B;7
2024;4;23489;C03C;7
2024;4;6586;C03D;7
2024;4;1578;C03E;7
2024;4;61580;C07A;7
2024;4;863;C07B;7
2024;4;402;C07F;7
2024;4;41853;C08C;7
2024;4;832;C08D;7
2024;4;24136;C09A;7
2024;4;3895;C09B;7
2024;4;50107;C09C;7
2024;4;14309;C09D;7
2024;4;92692;C10A;7
2024;4;277;C10B;7
2024;4;383;D01A;2
2024;4;1000;D01B;2
2024;4;606;D05A;2
2024;4;160;D05B;2
2024;4;570;D06B;2
2024;4;10293;D07A;2
2024;4;1040;D07B;2
2024;4;681;D07X;2
2024;4;46;D09A;2
2024;4;289;D10A;2
2024;4;1033;D10B;2
2024;4;482;D11A;2
2024;4;219;G02B;2
2024;4;17;G02C;2
2024;4;1940;G03B;2
2024;4;19621;G03C;2
2024;4;439;G03D;2
2024;4;4860;G03F;2
2024;4;351;G03G;2
2024;4;450;G03H;2
2024;4;5855;G04B;2
2024;4;23169;G04C;2
2024;4;216;H01A;0
2024;4;355;H01B;0
2024;4;380;H01C;0
2024;4;4341;H02A;0
2024;4;22;H02B;0
2024;4;34217;H03A;0
2024;4;633;H03B;0
2024;4;66;H04A;0
2024;4;231;H05B;0
2024;4;3574;J01A;2
2024;4;16081;J01C;2
2024;4;7098;J01D;2
2024;4;2291;J01E;2
2024;4;2251;J01F;2
2024;4;1452;J01M;2
2024;4;29;J01X;2
2024;4;1371;J02A;2
2024;4;23;J04A;2
2024;4;31;J04B;2
2024;4;3538;J05A;2
2024;4;158;J06B;2
2024;4;75;L01A;3
2024;4;607;L01B;3
2024;4;52;L01C;3
2024;4;865;L01E;3
2024;4;27;L01F;3
2024;4;491;L01X;3
2024;4;702;L02A;3
2024;4;2946;L02B;3
2024;4;688;L03A;3
2024;4;9437;L04A;3
2024;4;42115;M01A;2
2024;4;471;M02A;2
2024;4;196;M03A;2
2024;4;6561;M03B;2
2024;4;5433;M04A;2
2024;4;2958;M05B;2
2024;4;23100;N02A;14
2024;4;64356;N02B;14
2024;4;6111;N02C;14
2024;4;16387;N03A;14
2024;4;423;N04A;14
2024;4;6791;N04B;14
2024;4;42078;N05A;14
2024;4;16005;N05B;14
2024;4;12634;N05C;14
2024;4;59552;N06A;14
2024;4;12179;N06B;14
2024;4;632;N06C;14
2024;4;24889;N06D;14
2024;4;199;N07A;14
2024;4;446;N07B;14
2024;4;1142;N07C;14
2024;4;51;N07X;14
2024;4;1126;P01A;0
2024;4;1922;P01B;0
2024;4;16049;R01A;2
2024;4;31794;R03A;2
2024;4;10737;R03B;2
2024;4;4580;R03D;2
2024;4;12137;R06A;2
2024;4;23;S01A;1
2024;4;9276;S01E;1
2024;4;1156;S01G;1
2024;4;9875;S01X;1
2024;4;265;V01A;0
2024;4;150;V03A;0
2024;5;47371;A02B;2
2024;5;1003;A03F;2
2024;5;1174;A04A;2
2024;5;431;A05A;2
2024;5;5941;A06A;2
2024;5;95;A07A;2
2024;5;5432;A07E;2
2024;5;164;A08A;2
2024;5;880;A09A;2
2024;5;10889;A10A;2
2024;5;57651;A10B;2
2024;5;477;A11C;2
2024;5;18723;A12A;2
2024;5;38;A16A;2
2024;5;43783;B01A;0
2024;5;558;B02A;0
2024;5;129;B02B;0
2024;5;856;B03B;0
2024;5;510;B03X;0
2024;5;280;B05D;0
2024;5;2772;C01A;8
2024;5;1231;C01B;8
2024;5;649;C01C;8
2024;5;10660;C01D;8
2024;5;1434;C02A;8
2024;5;89;C02K;8
2024;5;367;C03B;8
2024;5;23973;C03C;8
2024;5;7047;C03D;8
2024;5;1644;C03E;8
2024;5;63934;C07A;8
2024;5;890;C07B;8
2024;5;407;C07F;8
2024;5;43682;C08C;8
2024;5;902;C08D;8
2024;5;24813;C09A;8
2024;5;4237;C09B;8
2024;5;51685;C09C;8
2024;5;15430;C09D;8
2024;5;97980;C10A;8
2024;5;1157;C10B;8
2024;5;299;D01A;2
2024;5;1021;D01B;2
2024;5;685;D05A;2
2024;5;192;D05B;2
2024;5;577;D06B;2
2024;5;10586;D07A;2
2024;5;1056;D07B;2
2024;5;793;D07X;2
2024;5;53;D09A;2
2024;5;346;D10A;2
2024;5;1037;D10B;2
2024;5;490;D11A;2
2024;5;214;G02B;4
2024;5;34;G02C;4
2024;5;2218;G03B;4
2024;5;20478;G03C;4
2024;5;502;G03D;4
2024;5;5073;G03F;4
2024;5;326;G03G;4
2024;5;522;G03H;4
2024;5;6151;G04B;4
2024;5;23294;G04C;4
2024;5;240;H01A;1
2024;5;357;H01B;1
2024;5;379;H01C;1
2024;5;4465;H02A;1
2024;5;32;H02B;1
2024;5;35472;H03A;1
2024;5;570;H03B;1
2024;5;58;H04A;1
2024;5;231;H05B;1
2024;5;3721;J01A;5
2024;5;16407;J01C;5
2024;5;7175;J01D;5
2024;5;2250;J01E;5
2024;5;2225;J01F;5
2024;5;1427;J01M;5
2024;5;27;J01X;5
2024;5;1370;J02A;5
2024;5;23;J04A;5
2024;5;38;J04B;5
2024;5;3749;J05A;5
2024;5;190;J06B;5
2024;5;69;L01A;4
2024;5;638;L01B;4
2024;5;67;L01C;4
2024;5;893;L01E;4
2024;5;42;L01F;4
2024;5;553;L01X;4
2024;5;763;L02A;4
2024;5;3062;L02B;4
2024;5;690;L03A;4
2024;5;10425;L04A;4
2024;5;43925;M01A;2
2024;5;701;M02A;2
2024;5;199;M03A;2
2024;5;6762;M03B;2
2024;5;5663;M04A;2
2024;5;3185;M05B;2
2024;5;24307;N02A;19
2024;5;66737;N02B;19
2024;5;6621;N02C;19
2024;5;16476;N03A;19
2024;5;415;N04A;19
2024;5;7059;N04B;19
2024;5;43553;N05A;19
2024;5;16272;N05B;19
2024;5;12773;N05C;19
2024;5;61211;N06A;19
2024;5;13071;N06B;19
2024;5;731;N06C;19
2024;5;23355;N06D;19
2024;5;151;N07A;19
2024;5;464;N07B;19
2024;5;1200;N07C;19
2024;5;51;N07X;19
2024;5;1149;P01A;1
2024;5;2083;P01B;1
2024;5;15994;R01A;2
2024;5;34843;R03A;2
2024;5;11820;R03B;2
2024;5;4869;R03D;2
2024;5;13583;R06A;2
2024;5;30;S01A;2
2024;5;9623;S01E;2
2024;5;1497;S01G;2
2024;5;10076;S01X;2
2024;5;309;V01A;0
2024;5;161;V03A;0
2024;6;46976;A02B;3
2024;6;983;A03F;3
2024;6;1118;A04A;3
2024;6;490;A05A;3
2024;6;5990;A06A;3
2024;6;98;A07A;3
2024;6;5486;A07E;3
2024;6;150;A08A;3
2024;6;938;A09A;3
2024;6;10664;A10A;3
2024;6;60382;A10B;3
2024;6;478;A11C;3
2024;6;18694;A12A;3
2024;6;41;A16A;3
2024;6;44276;B01A;0
2024;6;541;B02A;0
2024;6;121;B02B;0
2024;6;909;B03B;0
2024;6;489;B03X;0
2024;6;258;B05D;0
2024;6;2685;C01A;11
2024;6;1325;C01B;11
2024;6;621;C01C;11
2024;6;10781;C01D;11
2024;6;1613;C02A;11
2024;6;89;C02K;11
2024;6;339;C03B;11
2024;6;23657;C03C;11
2024;6;6784;C03D;11
2024;6;1651;C03E;11
2024;6;63640;C07A;11
2024;6;855;C07B;11
2024;6;461;C07F;11
2024;6;44193;C08C;11
2024;6;895;C08D;11
2024;6;24916;C09A;11
2024;6;4203;C09B;11
2024;6;51671;C09C;11
2024;6;15584;C09D;11
2024;6;96949;C10A;11
2024;6;1337;C10B;11
2024;6;240;D01A;3
2024;6;1041;D01B;3
2024;6;633;D05A;3
2024;6;199;D05B;3
2024;6;524;D06B;3
2024;6;10586;D07A;3
2024;6;1130;D07B;3
2024;6;667;D07X;3
2024;6;63;D09A;3
2024;6;339;D10A;3
2024;6;1069;D10B;3
2024;6;479;D11A;3
2024;6;205;G02B;6
2024;6;23;G02C;6
2024;6;2058;G03B;6
2024;6;20643;G03C;6
2024;6;478;G03D;6
2024;6;4790;G03F;6
2024;6;326;G03G;6
2024;6;488;G03H;6
2024;6;6376;G04B;6
2024;6;21976;G04C;6
2024;6;238;H01A;1
2024;6;415;H01B;1
2024;6;472;H01C;1
2024;6;4540;H02A;1
2024;6;18;H02B;1
2024;6;34772;H03A;1
2024;6;633;H03B;1
2024;6;58;H04A;1
2024;6;238;H05B;1
2024;6;3646;J01A;7
2024;6;16950;J01C;7
2024;6;7277;J01D;7
2024;6;2279;J01E;7
2024;6;2209;J01F;7
2024;6;1408;J01M;7
2024;6;28;J01X;7
2024;6;1356;J02A;7
2024;6;17;J04A;7
2024;6;32;J04B;7
2024;6;3629;J05A;7
2024;6;171;J06B;7
2024;6;80;L01A;8
2024;6;629;L01B;8
2024;6;51;L01C;8
2024;6;894;L01E;8
2024;6;26;L01F;8
2024;6;546;L01X;8
2024;6;785;L02A;8
2024;6;3062;L02B;8
2024;6;653;L03A;8
2024;6;10755;L04A;8
2024;6;42801;M01A;3
2024;6;922;M02A;3
2024;6;181;M03A;3
2024;6;6662;M03B;3
2024;6;5662;M04A;3
2024;6;3118;M05B;3
2024;6;24157;N02A;20
2024;6;66018;N02B;20
2024;6;6454;N02C;20
2024;6;16969;N03A;20
2024;6;431;N04A;20
2024;6;6975;N04B;20
2024;6;43682;N05A;20
2024;6;16573;N05B;20
2024;6;12740;N05C;20
2024;6;60821;N06A;20
2024;6;13007;N06B;20
2024;6;678;N06C;20
2024;6;24690;N06D;20
2024;6;192;N07A;20
2024;6;414;N07B;20
2024;6;1159;N07C;20
2024;6;63;N07X;20
2024;6;1231;P01A;1
2024;6;2100;P01B;1
2024;6;15594;R01A;4
2024;6;34321;R03A;4
2024;6;11888;R03B;4
2024;6;4778;R03D;4
2024;6;13230;R06A;4
2024;6;29;S01A;2
2024;6;9923;S01E;2
2024;6;1566;S01G;2
2024;6;9730;S01X;2
2024;6;311;V01A;0
2024;6;140;V03A;0
2024;7;48360;A02B;3
2024;7;973;A03F;3
2024;7;1159;A04A;3
2024;7;498;A05A;3
2024;7;5798;A06A;3
2024;7;102;A07A;3
2024;7;5569;A07E;3
2024;7;163;A08A;3
2024;7;906;A09A;3
2024;7;10846;A10A;3
2024;7;64675;A10B;3
2024;7;439;A11C;3
2024;7;19649;A12A;3
2024;7;34;A16A;3
2024;7;44993;B01A;0
2024;7;564;B02A;0
2024;7;122;B02B;0
2024;7;883;B03B;0
2024;7;526;B03X;0
2024;7;258;B05D;0
2024;7;2890;C01A;13
2024;7;1280;C01B;13
2024;7;565;C01C;13
2024;7;10930;C01D;13
2024;7;1557;C02A;13
2024;7;84;C02K;13
2024;7;301;C03B;13
2024;7;25234;C03C;13
2024;7;7139;C03D;13
2024;7;1624;C03E;13
2024;7;65253;C07A;13
2024;7;767;C07B;13
2024;7;426;C07F;13
2024;7;44630;C08C;13
2024;7;900;C08D;13
2024;7;25306;C09A;13
2024;7;4156;C09B;13
2024;7;52992;C09C;13
2024;7;15455;C09D;13
2024;7;97821;C10A;13
2024;7;850;C10B;13
2024;7;237;D01A;3
2024;7;1110;D01B;3
2024;7;678;D05A;3
2024;7;193;D05B;3
2024;7;533;D06B;3
2024;7;11045;D07A;3
2024;7;1103;D07B;3
2024;7;715;D07X;3
2024;7;54;D09A;3
2024;7;277;D10A;3
2024;7;1066;D10B;3
2024;7;545;D11A;3
2024;7;236;G02B;7
2024;7;25;G02C;7
2024;7;2177;G03B;7
2024;7;20556;G03C;7
2024;7;505;G03D;7
2024;7;4982;G03F;7
2024;7;313;G03G;7
2024;7;544;G03H;7
2024;7;6459;G04B;7
2024;7;21546;G04C;7
2024;7;232;H01A;1
2024;7;386;H01B;1
2024;7;407;H01C;1
2024;7;4433;H02A;1
2024;7;10;H02B;1
2024;7;36200;H03A;1
2024;7;655;H03B;1
2024;7;74;H04A;1
2024;7;257;H05B;1
2024;7;3740;J01A;8
2024;7;16643;J01C;8
2024;7;7279;J01D;8
2024;7;2310;J01E;8
2024;7;2184;J01F;8
2024;7;1392;J01M;8
2024;7;22;J01X;8
2024;7;1409;J02A;8
2024;7;23;J04A;8
2024;7;40;J04B;8
2024;7;3952;J05A;8
2024;7;162;J06B;8
2024;7;66;L01A;8
2024;7;631;L01B;8
2024;7;54;L01C;8
2024;7;889;L01E;8
2024;7;27;L01F;8
2024;7;545;L01X;8
2024;7;781;L02A;8
2024;7;3170;L02B;8
2024;7;725;L03A;8
2024;7;10836;L04A;8
2024;7;42608;M01A;3
2024;7;830;M02A;3
2024;7;223;M03A;3
2024;7;6641;M03B;3
2024;7;5863;M04A;3
2024;7;3296;M05B;3
2024;7;24255;N02A;24
2024;7;67674;N02B;24
2024;7;6991;N02C;24
2024;7;17584;N03A;24
2024;7;440;N04A;24
2024;7;7248;N04B;24
2024;7;45269;N05A;24
2024;7;16413;N05B;24
2024;7;12602;N05C;24
2024;7;62279;N06A;24
2024;7;13251;N06B;24
2024;7;694;N06C;24
2024;7;25380;N06D;24
2024;7;187;N07A;24
2024;7;415;N07B;24
2024;7;1141;N07C;24
2024;7;58;N07X;24
2024;7;1151;P01A;1
2024;7;2162;P01B;1
2024;7;16321;R01A;5
2024;7;34421;R03A;5
2024;7;11825;R03B;5
2024;7;5055;R03D;5
2024;7;13827;R06A;5
2024;7;15;S01A;2
2024;7;9752;S01E;2
2024;7;1573;S01G;2
2024;7;9316;S01X;2
2024;7;339;V01A;0
2024;7;145;V03A;0
2024;8;47895;A02B;5
2024;8;1036;A03F;5
2024;8;1147;A04A;5
2024;8;493;A05A;5
2024;8;5897;A06A;5
2024;8;123;A07A;5
2024;8;5436;A07E;5
2024;8;181;A08A;5
2024;8;888;A09A;5
2024;8;10744;A10A;5
2024;8;58067;A10B;5
2024;8;506;A11C;5
2024;8;19099;A12A;5
2024;8;61;A16A;5
2024;8;44913;B01A;1
2024;8;603;B02A;1
2024;8;103;B02B;1
2024;8;889;B03B;1
2024;8;556;B03X;1
2024;8;266;B05D;1
2024;8;2709;C01A;13
2024;8;1210;C01B;13
2024;8;645;C01C;13
2024;8;10774;C01D;13
2024;8;1523;C02A;13
2024;8;67;C02K;13
2024;8;284;C03B;13
2024;8;24598;C03C;13
2024;8;6931;C03D;13
2024;8;1576;C03E;13
2024;8;64533;C07A;13
2024;8;863;C07B;13
2024;8;475;C07F;13
2024;8;45031;C08C;13
2024;8;884;C08D;13
2024;8;25206;C09A;13
2024;8;4208;C09B;13
2024;8;52706;C09C;13
2024;8;15662;C09D;13
2024;8;98320;C10A;13
2024;8;582;C10B;13
2024;8;252;D01A;3
2024;8;1065;D01B;3
2024;8;626;D05A;3
2024;8;198;D05B;3
2024;8;520;D06B;3
2024;8;10773;D07A;3
2024;8;1054;D07B;3
2024;8;735;D07X;3
2024;8;59;D09A;3
2024;8;310;D10A;3
